Sequence_ID,Predicted_Taxonomy,Novelty_Score,Status,Nearest_Neighbor_Taxonomy,Nearest_Neighbor_Dist
contig_104459_81_1936_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.146,Known,MH899067.1.1633 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Tumeochrysa sp. Tumeo,0.145
contig_104469_175_1466_-,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1424,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.141
contig_104503_1_1239_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1366,Known,MH899067.1.1633 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Tumeochrysa sp. Tumeo,0.1355
contig_104507_769_2851_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1302,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1279
contig_104517_976_1968_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1259,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1235
contig_104530_230_850_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1281,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1266
contig_104537_1070_4004_-,KJ925529.1.1677 Eukaryota;Cryptophyceae;Kathablepharidae;uncultured eukaryote,0.1672,POTENTIALLY NOVEL,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1633
contig_104546_459_1561_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1256,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1226
contig_104548_159_662_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1522,POTENTIALLY NOVEL,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1509
contig_104594_1100_1996_+,AF250081.1.1850 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Eudiagogus rosenschoeldi,0.1186,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1163
contig_104610_19_1056_+,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1522,POTENTIALLY NOVEL,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1499
contig_104613_132_1675_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1354,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1346
contig_104617_98_916_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1437,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1422
contig_104635_300_905_-,KJ925529.1.1677 Eukaryota;Cryptophyceae;Kathablepharidae;uncultured eukaryote,0.147,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1438
contig_104640_106_1173_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1224,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1189
contig_104672_1_1729_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1378,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1362
contig_104685_1040_1282_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1386,Known,MH899067.1.1633 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Tumeochrysa sp. Tumeo,0.1378
contig_104706_1056_1949_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1195,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.116
contig_104711_138_731_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1271,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1251
contig_104733_1_1023_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1489,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1484
contig_104775_256_951_-,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1364,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1335
contig_104785_1044_1457_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1167,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1138
contig_104785_31_1008_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1191,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1161
contig_104792_1_430_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1366,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1356
contig_104800_86_1305_+,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1397,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1385
contig_104814_1983_2201_-,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1356,Known,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1345
contig_104858_92_664_+,AF282915.1.1725 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinales;Lichinaceae;Thyrea;Thyrea confusa,0.1084,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1063
contig_104859_1_1232_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1331,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1308
contig_104875_110_823_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1449,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1435
contig_104878_1_1082_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1203,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1172
contig_104893_1_834_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1197,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1173
contig_104903_108_971_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1188,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1156
contig_104906_1_1466_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1323,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1292
contig_104941_1_618_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1358,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1335
contig_104965_212_835_-,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1253,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1226
contig_104965_979_1860_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1287,Known,MH899067.1.1633 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Tumeochrysa sp. Tumeo,0.1278
contig_104980_1159_2292_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1244,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1227
contig_104980_1_1066_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1293,Known,MH899067.1.1633 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Tumeochrysa sp. Tumeo,0.1282
contig_105052_1_696_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1398,Known,MH899067.1.1633 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Tumeochrysa sp. Tumeo,0.1387
contig_105247_1_602_+,KJ925529.1.1677 Eukaryota;Cryptophyceae;Kathablepharidae;uncultured eukaryote,0.1494,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1443
contig_105247_747_1444_+,AF282915.1.1725 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinales;Lichinaceae;Thyrea;Thyrea confusa,0.1145,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1122
contig_105320_181_819_-,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1468,Known,MH017637.1.1587 Eukaryota;SAR;Stramenopiles;Ochrophyta;Diatomea;Bacillariophytina;Bacillariophyceae;Diploneis;Diploneis sp.,0.1451
contig_105332_63_676_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1346,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1321
contig_105419_1_896_+,KJ925529.1.1677 Eukaryota;Cryptophyceae;Kathablepharidae;uncultured eukaryote,0.1419,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1398
contig_105425_205_1859_+,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1418,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.141
contig_105457_44_877_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1254,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1222
contig_105503_163_938_-,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1147,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1113
contig_105543_1_1047_-,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1454,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1435
contig_105549_190_1199_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1533,POTENTIALLY NOVEL,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1512
contig_105611_1_458_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1271,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.125
contig_105682_222_643_-,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.1332,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1321
contig_105729_321_664_-,KJ925529.1.1677 Eukaryota;Cryptophyceae;Kathablepharidae;uncultured eukaryote,0.127,Known,KP864096.1.1850 Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba;Dictyamoeba vorax,0.1251
contig_105742_163_767_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1411,Known,MH899067.1.1633 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Tumeochrysa sp. Tumeo,0.14
contig_106087_365_1425_-,AF250064.1.1828 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera;Attelabus analis,0.1391,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1377
contig_106114_64_1011_+,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.132,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1296
contig_106135_177_765_-,LC186961.1.1755 Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Solemyoida;Acharax sp. AJO1-1,0.135,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1325
contig_106138_270_686_+,AF282915.1.1725 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinales;Lichinaceae;Thyrea;Thyrea confusa,0.1137,Known,AY382464.1.1451 Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Incertae Sedis;uncultured fungus,0.1116
